id,Statement,Image,Web,Category,Date,Label
13751,SC refuses to stay prosecution of Sharjeel Imam,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1025063102.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13752,Sushant Singh Rajput case: Cops seek details of his contracts with YR Films,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1952225465.png,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13753,Noted economist BPR Vithal dies at 93,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1060745755.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13754,Central Vista redevelopment: SC refuses to stay ground work,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1740534341.jpg,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13755,Ministers ‰Û÷lying‰Ûª to protect PM; Centre was fast asleep when Chinese troops attacked: Rahul,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1347187012.jpg,TRIBUNEINDIA,ELECTION,Jun-20,TRUE
13756,India will intensify engagement at UN to move Security Council reform process ahead: Envoy,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_967125827.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13757,Number of Covid recoveries in country crosses two-lakh mark,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_747140809.JPG,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13758,Noted Malayalam film director Sachidanandan dies at 48,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1319621423.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13759,US extends condolences to India on loss of its soldiers' lives in clashes with Chinese troops,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1281111226.JPG,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13760,Couple commits suicide after killing minor children in Pune,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1111149288.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13761,China releases 10 Indian soldiers following major general-level talks,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_642423824.JPG,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13762,Virus effect: Supreme Court stays Jagannath Rath Yatra,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_181163054.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13763,BJP cancels virtual rallies as mark of respect to martyrs,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1078951785.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13764,Centre aims 6L rapid tests in Delhi,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1706815739.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13765,Row over troops ‰Û÷not using‰Ûª firearms,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_556829127.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13766,BCCI: No plans to end ties with Chinese Vivo,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1431616567.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13767,"Show past balance sheets, telcos told",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_2046058695.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13768,Monsoon may hit NCR on June 25,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_929028000.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13769,PLA bid to block Galwan river,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_975921259.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13770,"Rs 50,000-cr job scheme for returned migrants",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1898546177.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13771,"Business activity approaching pre-Covid level, says PM",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_46207257.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13772,"India at global high table, wins UNSC seat",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_976808469.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13773,"Nepal redraws map, President signs Bill",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1789044402.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13774,Delhi Health Minister Satyendar Jain‰Ûªs condition improving: Official,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_2043774780.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13775,Don‰Ûªt celebrate Rahul Gandhi‰Ûªs birthday on Friday: Congress to state chiefs,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_790264780.jpg,TRIBUNEINDIA,ELECTION,Jun-20,TRUE
13776,Increasing the number of ICU beds for COVID-19 patients: Kejriwal,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1763462637.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13777,SC refuses to stay Gujarat Rajya Sabha polls scheduled on Friday,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1180895705.jpg,TRIBUNEINDIA,ELECTION,Jun-20,TRUE
13778,Indian and Chinese militaries to take part in Russian Victory Day parade,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1413334297.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13779,"Chhattisgarh: Man kills leopard, held while trying to sell its skin",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_497343959.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13780,Galwan Valley clash: People in 2 Bengal villages wait patiently for their fallen heroes,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1819565530.JPG,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13781,25-year-old woman travelling with two kids to Noida 'raped' by driver in bus with 10 passengers,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_406094983.jpg,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13782,Indian troops on border duty carry arms: Jaishankar to Rahul; Surjewala hits back,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1276469354.jpeg,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13783,China to lose two Indian public sector tenders after Galwan Valley clash,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_2138089662.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13784,"After a brief lull, Monsoon to reach NCR, Haryana by June 25: IMD",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_371172839.jpg,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13785,Plane-spotters post on Twitter track of Indian Navy's surveillance aircraft moving towards Ladakh,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_238659672.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13786,"China brushes aside questions on attack by its troops on Indian soldiers, damming Galwan river",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1106289915.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13787,"Deescalate politics of propaganda, you are 'most irresponsible politician' country has seen: BJP to Rahul Gandhi",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_404820737.jpg,TRIBUNEINDIA,ELECTION,Jun-20,TRUE
13788,IAF airlifts bodies of Galwan martyrs from Leh,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_272085093.jpeg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13789,Why India and China went to war in 1962,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_473928476.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13790,"Indian, Chinese armies hold Major General-level talks for third straight day",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1093481596.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13791,Don't know the cause of his depression: Sushant Singh Rajput's father to cops,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_588325505.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13792,Jiah Khan‰Ûªs mother accuses Salman Khan of hampering probe into daughter‰Ûªs suicide to protect Sooraj Pancholi,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_948334067.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13793,YouTube rivalry leads to murder of Bhojpuri music composer in Delhi; 2 arrested,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1519975516.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13794,SC stays Lord Jagganath's Rath Yatra due to Covid,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1994866237.jpeg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13795,"""I will be home once lockdown ends,"" a promise he didn't keep",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1169287930.jpg,TRIBUNEINDIA,ELECTION,Jun-20,TRUE
13796,BJP cancels virtual rallies to ‰Û÷honour the supreme sacrifice‰Ûª of soldiers,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_2057394561.jpeg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13797,"China rattled by ‰Û÷boycott China‰Ûª campaign launched by Ladakhis, echoed by rest of India",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_878343053.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13798,Modi launches auction process for 41 coal blocks for commercial mining,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1274608142.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13799,"Coronavirus: Rajasthan reports 10 fatalities, 84 new cases",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_554945408.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13800,Why Indian soldiers were sent 'unarmed to martyrdom' in Ladakh: Rahul,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_35278278.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13801,"India records 12,881 fresh Covid-19 cases, tally climbs to 3.66 lakh",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_39227793.JPG,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13802,Deeply grateful for support shown by global community to India‰Ûªs membership of UNSC: PM,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_710672580.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13803,BSNL not to use Chinese telecom equipment in 4G upgradation: Sources,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1933770399.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13804,11 hospital staffers +ve in Patiala,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_1235943312.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13805,Shore up health infra: PM to CMs,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_261047090.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13806,Supreme Court pulls up Delhi Govt for mishandling Covid situation,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_110491548.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13807,"Will remain indebted to soldiers for supreme sacrifice, says Shah",https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_1389900947.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13808,Troops from 6 units suffered casualties in Galwan valley,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_285270512.jpeg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13809,Chinese firms to invest Rs 5k cr in Maharashtra auto industry,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_840102073.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13810,"CBI books BJP leader, 4 others in Rs 67-crore bank forgery case",https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_2122594213.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13811,Notice to Centre over transfer of PM fund contribution to NDRF,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_1666689739.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13812,"Sacrifice won‰Ûªt go in vain, says PM as impasse persists",https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_1159524651.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13813,"Reassess actions, take corrective steps: India",https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_2081635220.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13814,Possible military action could include short-term retaliation,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_1938184413.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13815,Ensure timely salary to docs: Supreme Court,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_678229223.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13816,"Record 2K fatalities in a day, death rate 3.36%",https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_746634467.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13817,"Heat wave in Punjab, Rajasthan for 2 days",https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_1163097975.jpeg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13818,Wave of grief as mortal remains of soldiers reach their native places,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1278624229.JPG,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13819,"Mamata skips virtual meet with Modi, says WB not invited to speak",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1238391186.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13820,Sonia drops Sanjay Jha as Congress spokesman,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1460261023.jpg,TRIBUNEINDIA,ELECTION,Jun-20,TRUE
13821,Israel mourns ‰Û÷true friend‰Ûª Sushant Singh Rajput‰Ûªs demise,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_862846701.JPG,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13822,Sushant Singh Rajput website to share ‰Û÷all the positive energies‰Ûª,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1355077008.JPG,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13823,Bengal mourns death of two brave hearts in Ladakh faceoff,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1110554363.JPG,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13824,Actor Ali Fazal‰Ûªs mother passes away,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_923202034.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13825,"Coronavirus: Collected over 16,000 samples in last two days: MHA",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1949249869.JPG,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13826,SC notice to Centre on PIL seeking transfer of contributions PM CARES fund to NDRF,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1626639349.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13827,Nation will always remember supreme sacrifice of soldiers in Ladakh clash: Prez Kovind,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1974053118.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13828,12 killed in tractor-truck collision in Andhra,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_843148787.jpg,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13829,"Telangana promulgates ordinance to defer pay, pensions",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_539411737.JPG,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13830,Govt‰Ûªs wheat procurement touches record high of 38.2 million tonnes,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1428967654.jpg,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13831,Will shortly take decision on conducting remaining exams of Class XII: CBSE to SC,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_765364512.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13832,Gujarat minister fined Rs 200 for not wearing mask,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_952777209.JPG,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13833,Chinese foreign minister calls Jaishankar; both leaders agree to ‰Û÷cool down‰Ûª tensions,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_2038199478.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13834,"Maharashtra CM inaugurates 1,000-bed COVID-19 hospital in Thane",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1044021615.JPG,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13835,UP: STF unearths another school recruitment fraud,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1908986872.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13836,"Moratorium on loan: You can‰Ûªt leave everything to banks, SC tells Centre",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_973416931.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13837,CBI books Mumbai BJP leader for defrauding Bank of India of Rs 57 cr,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1444216815.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13838,Come out and tell how China occupied Indian territory: Sonia to PM,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_230957723.jpeg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13839,Modi says sacrifice of Indian soldiers will not go in vain,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_883766302.JPG,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13840,UAE airlines operating charter flights for repatriation of stranded Indians,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1116802974.JPG,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13841,Heat wave in Punjab and Rajsathan in next two to three days: IMD,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_113172639.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13842,85% Indians support stricter laws to improve air quality: Survey,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_487765284.jpg,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13843,"Digvijaya seeks FIR against MP CM, Irani over ‰Û÷fake‰Ûª video",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_709152390.jpg,TRIBUNEINDIA,ELECTION,Jun-20,TRUE
13844,Two RPF personnel held for raping teen: Police,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_2013988189.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13845,Mohammed Rafi's namesake cop uses legendary singer's popular song 'Dhal Gaya Din' for police drill in Telangana: Watch,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_187517186.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13846,Galwan Valley clashes: Modi to hold all-party meet on Friday,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1456851559.JPG,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13847,Do not wish to see more clashes in Galwan Valley: China Foreign Office,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1733225565.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13848,"Private hospitals in Delhi ask for manpower, time for augmenting COVID beds",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1540440859.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13849,"Amitabh Bachchan, Akshay Kumar pay tribute to soldiers killed in clash with Chinese troops",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1864231637.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13850,Beijing-based bank approves $750 million loan to India for COVID-19 response,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_531545544.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13851,Loss of soldiers in Galwan deeply disturbing and painful: Rajnath,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1787129952.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13852,Martyred colonel's family arrives in Hyderabad ahead of cremation,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_62809647.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13853,"7 coronavirus deaths, 122 new cases in Rajasthan",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_930271506.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13854,Five held over death of elephant due to electrocution in Chhattisgarh,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1318126189.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13855,"Class-12 student handles bodies of Covid patients for mom's medicines, school fees",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_821227989.JPG,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13856,"As their favourite teacher loses job amid corona crisis, ex-students collect funds to bail him out",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_926642746.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13857,"SC asks Centre, states to ensure timely payment of salaries to doctors, health workers",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_528429107.JPG,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13858,"Ladakh clash: Family planned to get him married in next vacation, but destiny had other plans",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_306959000.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13859,India registers highest-ever spike of 2003 Covid deaths; number of cases rise to 3.54 lakh,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_486123585.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13860,"Why is PM 'silent', why is he 'hiding', asks Rahul on India-China face-off",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_655495029.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13861,"China warns India on borders in Ladakh, says ‰Û÷fears no conflicts‰Ûª",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_414594629.jpeg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13862,India set for comfortable victory in UN Security Council elections,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_990033280.jpg,TRIBUNEINDIA,ELECTION,Jun-20,TRUE
13863,"Closely monitoring India-China situation, says US",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_359248876.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13864,Won‰Ûªt force exams on students: CISCE,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_1935734655.jpg,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13865,Daily testing capacity scaled up to 3 lakh,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_191425268.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13866,Colonel among 20 soldiers killed on LAC,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_530089173.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13867,PLA men prevented rescue of injured,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_166520884.jpg,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13868,China bid to unilaterally change status quo: MEA,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_272812545.jpeg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13869,"Green shoots in economy visible, says Modi at e-meeting with CMs",https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_1465119702.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE
13870,4 lakh private school staffers in Haryana without pay for months,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_2028925265.jpg,TRIBUNEINDIA,GOVERNMENT,Jun-20,TRUE
13871,"To rein in hospitals, Haryana to cap Covid cure cost",https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_239255075.jpeg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13872,SC extends parole granted to bizman Jagjit Singh Chahal,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_423929500.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13873,Proximity to DBO road link makes Galwan vital,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_924940708.jpg,TRIBUNEINDIA,VIOLENCE,Jun-20,TRUE
13874,US hands over 100 ventilators to India,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_66490166.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE
13875,"India, Chinese troops have disengaged, says Indian Army",https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1638140700.JPG,TRIBUNEINDIA,TERROR,Jun-20,TRUE
13876,Pakistan should stop systematic persecution of its religious minorities: India at UNHRC,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1223219069.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE
