Statement,Label
govt gives year extension to ed director s k mishra,1
al qaeda planning attack in west bengal with politicians on hit list claims ib report,1
won t go soft on tmc sitaram yechury biman bose rejects cpiml liberation s idea,1
russia backs india s assertion that members should not bring bilateral disputes to sco,1
arjun rampal arrives at ncb office in mumbai in connection with drugs probe,1
government tightens regulations on ngos seeking funds under fcra,1
cpm opposes govt rider on regulating digital media content,1
sivasankar sent to day jc,1
tn varsity removes roy s book after abvp protest,1
iit roorkee scientists predict fda approved commercial drugs through ai to tackle covid,1
activist varavara rao denied bail family pleads he is bedridden,1
income tax department raids multiple locations unearths unaccounted stock worth crores,1
huge success for indian army dreaded ulfa i leader dirshti rajkhowa surrenders with top cadres and arms,1
tamil nadu government holds off reopening of schools,1
bjp state president dilip ghosh s convoy attacked in west bengal s alipurduar,1
kolkata local trains may resume service west bengal govt railways meeting again,1
economy likely to enter into technical recession for first time in history rbi,1
aimim is bjp s middleman tmc strongman anubrata mandal on asaduddin owaisi s party,1
after winning in bihar bengal is prime focus for bjp vijayvargiya,1
with only seats in bihar assembly congress dissenters question leadership of gandhis,1
kanpur boy develops air purifier robot,1
anupam hazra given task to build bjp s apolitical intellectual force in west bengal,1
online news portals streaming platforms now under information and broadcasting ministry,1
arnab goswami bail plea sc expresses displeasure with maharashtra government,1
sealdah howrah back to normal as local train services resume after seven months,1
gujarat voters endorse defectors,1
local for diwali prime minister narendra modi appeals citizens to buy local products,1
necessary to go ahead with principles of respect for each other s sovereignty territorial integrity pm modi at sco,1
republic tv distribution head arrested by mumbai police in trp scam case,1
india records covid cases in the last hours recovery rate stands at per cent,1
modi xi to share platform for first time since border stand off today,1
people of bihar will give tejashwi yadav a birthday gift today rjd chief lalu yadav,1
bjp calls victory before final results of bihar elections pm hm tweet,1
india us ties will be on stronger footing foreign policy experts,1
pm modi inaugurates ro pax terminal in gujarat renames ministry of shipping,1
india optimistic of strong ties with us under biden,1
th round of india china corps commander level meeting,1
attorney general declines to reconsider refusal to initiate contempt proceedings against jagan mohan reddy,1
less than covid cases reported in last hours,1
pm modi congratulates us vice president elect kamala harris,1
gupkar alliance unanimously decides to contest ddc elections unitedly,1
jitendra singh asks bjp activists not to be on defensive on new land laws in j k,1
our scientists overcame many constraints to meet deadline pm congratulates isro on launch of eos,1
rajiv gandhi assassination case only court can decide on release of convicts says tamil nadu congress chief,1
isro launches eos on board pslv c launch vehicle first lift off by space agency since lockdown,1
cic administers oath of office to three new information commissioners,1
sebi issues procedure for exchanges to handle investor complaints against listed cos,1
yashvardhan kumar sinha takes oath as chief information commissioner,1
baba ka dhaba case filed against delhi youtuber on owner s complaint,1
india records over cases in the last hours recovery rate stands at per cent,1
india is committed to provide its youngsters ease of doing business pm modi at iit,1
leaders urge masses to vote in third phase of bihar elections,1
pm modi urges voters to cast vote in large numbers and set new voting record,1
matuas don t need patta land we only want caa in west bengal bjp mp shantanu thakur,1
u khand to provide drinking water to all schools anganwadis by dec,1
internal conflict in hooghly again as tmc stops midway from naming new district committee,1
construction of meditation caves at kedarnath gets completed,1
india s covid tally crosses lakh recovery rate stands at per cent,1
hc bans firecrackers on kali puja,1
terrorists kill shopkeeper civilians injured in shootout,1
china suspends entry of foreign nationals including india cites surge in covid cases,1
no empirical data on cracker effect on covid patients tn cm,1
mamata banerjee calls amit shah outsider warns him not to disrupt federal structure,1
icici videocon case ed files chargesheet against kochhars and venugopal dhoot,1
amit shah trying to hide that dalit girls are raped burnt in up tmc leader firhad hakim,1
pb farmers fighting for their lives not anti nationals cm,1
layer of haze lingers over delhi pollution level highest since november last year,1
adivasi woman who fed lunch to bjp s amit shah gets job from tmc govt in wb s siliguri,1
government issues ordnance to amend arbitration law,1
bjp will form government with two third seats in next year s wb elections amit shah,1
watch hyderabad cop runs km to make way for ambulance,1
amit shah reaches west bengal will share lunch will tribal community,1
preponed meeting between wb govt railways fails to finalise plans for local trains service resumption,1
bjp cpi m congress attack mamata banerjee on bimal gurung binay tamang issue,1
bjp comes in support of arnab goswami attacks congress,1
before amit shah s lunch with them mamata banerjee calls meeting with matua community,1
summons issued against sourav ganguly kohli for endorsing online gambling platforms,1
arnab goswami arrested as maharashtra police reopens case,1
percent uttarakhandi migrants return to metro cities for livelihood,1
army chief to visit nepal to mend fences after map row,1
bjp questions silence of pagd on imran declaring gilgit baltistan th province of pakistan,1
turnout in phase bihar polls ec,1
the statesman launches statesman chambers in the heart of the national capital,1
he is innocent family of latest al qaeda suspect after his arrest from murshidabad,1
mumbai police summons actor kangana ranaut sister rangoli in religious disharmony case,1
india records new covid cases fatality rate stands at per cent,1
leaders urge masses to vote in second phase of bihar elections,1
by polls people of mp know that shivraj singh chouhan has just lied in last months says kamal nath,1
bihar elections stone pelting during nitish kumar s rally in madhubani,1
pm modi greets people on parkash purab of sri guru ramdas ji,1
pakistan considers treason case against its leader for statement on abhinandan varthaman,1
baba ka dhaba owner alleges youtuber collected funds without informing,1
security forces kill hizbul chief in j k shootout,1
india asks pakistan to vacate gilgit baltistan,1
haryana may have law against love jihad vij,1
punjab cm writes to nadda over suspension of goods trains,1
being bjp lite will end up making congress zero shashi tharoor,1
join bjp dilip ghosh saumitra khan intensify rumours about suvendu adhikari leaving tmc,1
adorable and admirable pm modi shares video of year old kid from mizoram singing maa tujhe salaam vande mataram,1
govt offices close in srinagar for bi annual move to jammu,1
on call of hurriyat kashmir observers shutdown on new land laws,1
sitharaman insisted on my transfer from mof subhash chandra garg,1
kamal nath moves sc against ec s order revoking his star campaigner status ahead of upcoming mp by polls,1
still trying to figure out what to apologise for shashi tharoor over bjp s pulwama remark,1
mamata banerjee calls binay tamang other anti bimal gurung gorkha leaders for meeting,1
broken lockgate in durgapur barrage leads to panic among locals bjp blames tmc led govt,1
malabar naval exercise of quad nations to begin on november,1
dalmia bharat foundation inaugurates digital learning laboratory world on wheels in odisha,1
congress must apologise to country prakash javadekar after pakistan minister s remark on pulwama attack,1
us court asks commercial arm of isro to pay compensation to bengaluru based startup,1
court grants ed day custody of sivasankar,1
leaked letter is not mine info on health true rajinikanth,1
india china will continue ongoing military diplomatic level dialogues mea,1
india records cases in last hours active cases fall below six lakh,1
pm modi extends support to france in fight against terrorism foreign secretary reaches paris on scheduled visit,1
farm laws capt dancing to the centre s tunes says badal,1
former gujarat cm keshubhai patel passes away pm modi expresses grief shock,1
kerala gold smuggling sivasankar in ed custody,1
nearly turnout in bihar amidst covid,1
terror funding nia raids office of ex delhi minority commission chief others,1
india s covid tally crosses lakh recover surpasses lakh,1
bihar elections voting till pm turnout could be more,1
smriti irani tests positive for covid,1
bihar elections voting recorded till pm,1
nia raids kashmiri ngos and activists in terror funding probe,1
bihar elections voting recorded till pm,1
offer some pakoras to nitish ji pm ji when they come here next rahul gandhi,1
terrorists killed in budgam encounter,1
leaders urge masses to come out and vote keeping covid precautions in mind on day of bihar polls,1
designated terrorists under uapa,1
india usa ink key defence accord,1
no space for third party to intervene china on ladakh a day after indo us deal,1
current reopening guidelines to be applicable till nov,1
bihar polls acid test for both candidates voters first phase polling today,1
centre lifts ban on outsiders buying j k land,1
govt paves way for all indians to buy land in j k,1
rbi notifies lending institutions to implement interest on interest waiver scheme,1
strengthening cooperation against all threats not just those posed by chinese us at dialogue,1
infantry day celebrated in j k,1
india us ready for dialogue today decks cleared for key defence agreement,1
iit roorkee organizes five day virtual faculty development programme,1
j k s accession day with india celebrated with enthusiasm,1
amid backlash union minister assures country will be given free covid vaccine,1
looking forward to collaborate closely with india us ahead of dialogue,1
understanding the plights of dalits through the lens of hathras and numbers,1
defence minister dedicates bro road to nation in east sikkim a fillip to defence preparedness,1
a temple where ravan is worshipped on dusshera,1
female zebra foal becomes mysuru zoo s newest resident,1
president trump understands your power campaign official to indian americans,1
won t meet dilip ghosh alone want someone from central leadership saumitra khan,1
covid bsf bangladesh bgb s special joint plan for durga idol immersion in ichamati,1
delhi s air quality remains in very poor category aqi recorded at,1
over k new covid cases reported in last hours out of lakh lakh are active cases,1
watching india china standoff in ladakh closely important to work with like minded partners us,1
dilip ghosh dismisses all yuba morcha committees without informing wb youth chief saumitra khan,1
telangana boy kidnapped and murdered ransom call by accused the giveaway,1
cm stayed indoor when migrants walked home steps out only to get votes tejashwi yadav,1
pm modi showed the way to world during covid nadda,1
battle of the biggies narendra modi rahul to address rallies in bihar,1
ladakh s areas along lac record heavy polling for lahdc of leh,1
parliament house bans washing of utensils lunch boxes,1
deputy chief minister of bihar sushil modi tested covid positive hospitalised,1
chirag paswan extends birthday greetings to amit shah sharpens attack on nitish kumar,1
sourav ganguly s wife dona ganguly performs at bjp mahila morcha s durga puja in kolkata,1
visa curbs relaxed for oci pio card holders restrictions to continue on tourists mha,1
maharashtra government withdraws its general consent for cbi probe in state,1
lt guv manoj sinha pays tributes to brave policemen,1
hindu rao doctors urge pm modi to resolve salary crisis,1
shops other businesses to now open till pm in tn,1
congress bihar poll manifesto promises farm loan waiver free education for girls,1
sbi clerk prelims results declared here s how to check your prelims result,1
telangana s covid recovery rate crosses,1
hm let terrorists killed in kashmir encounters,1
life imprisonment awarded to convict for kidnapping raping year old girl,1
bjp leader dies in kolkata s sskm hospital allegedly after being attacked by tmc,1
durga puja wishes quotes whatsapp and facebook statuses to share with your family and friends,1
bangladesh pm sheikh hasina gifts mamata banerjee sarees kg sweets for durga pujo,1
prime minister narendra modi addreses nation,1
indian american teenager scientist anika chebrolu wins k prize,1
mukhtar abbas naqvi holds haj review meeting says health well being of pilgrims of utmost priority,1
chinese soldier apprehended in ladakh,1
only organisers to be allowed inside durga puja pandals no entry for visitors calcutta high court,1
maharashtra police suspect rape in murder of four children in jalgaon says arrests to be made soon,1
j k congress protests against fresh taxes amidst economic crisis,1
political vendetta national conference on farooq abdullah s questioning by ed,1
shivraj singh chouhan jyotiraditya scindia stage silent protests against kamal nath s item remark,1
poor mobile network in u khand s madmaheshwar breaks digital connectivity with rest of the country,1
rain fury second wave of floods hits hyderabad,1
india records active covid cases below lakh for third consecutive day active cases stands at of overall caseloads,1
maharashtra s covid toll crosses k but deaths and cases fall,1
indian navy sri lanka navy maritime exercise slinex off trincomalee starts tomorrow,1
brahmos supersonic cruise missile successfully test fired,1
barc india slams republic network for disclosing confidential communication misrepresentation,1
minor raped in car bearing bjp goraksha samiti sticker and bjp s flag in up s meerut,1
congress leader abdul mannan accuses chatradhar mahato of faking covid report,1
tmc felicitates priests in kolkata as bjp accuses ruling party of communal politics,1
covid no excuse to stay inside hit road and help people biman bose to cpim workers,1
india s covd tally nears lakh recoveries reported in last hours,1
pm modi to deliver keynote address at inaugural function of grand challenges annual meeting,1
india ranks among nations in global hunger index falls under serious category,1
artisan boycotts chinese products to make durga idol with only local materials,1
nodal officer in every durga pujo pandal to properly implement covid protocols,1
mumbai court orders fir against kangana ranaut for allegedly creating religious disharmony,1
wb doctors forum concerned about suicidal public rallies warns political parties,1
durga puja and many colours of india,1
air india to operate flights to germany service to begin from october,1
rajinikanth pays entire year s property tax for his marriage hall in chennai,1
chatradhar mahato skips court hearing again as nia considers more serious steps,1
mumbai police arrests delhi resident for spreading fake news in sushant singh rajput case,1
missing covid patient s dead body found in pond near howrah hospital family takes to violence,1
bjp s new national vp mukul roy to lead halla bol rally in memory of manish shukla,1
india s coronavirus tally crosses lakh mark recoveries surpass lakh,1
even pakistan handled covid better than india rahul gandhi takes dig at centre over imf s projection,1
don t want to predict outcome of ongoing discussions s jaishankar on ladakh talks,1
kcr seeks rs cr from central govt,1
barc temporarily pauses news channel ratings for three months amidst rating row,1
anubrata mandal at it again declares candidate without confirmation from tmc,1
eastern railway writes to nabanna asking for meeting to resume local train service,1
mamata banerjee issues ultimatum to hooghly leaders as she steps up herself to resolve inner conflict,1
india s covid tally crosses lakh mark lowest single day deaths reported in months,1
indian army chief general mm naravane to visit kathmandu next month,1
mumbai police opposes republic tv s petition requesting cbi probe in alleged trp manipulation case,1
people including from hyderabad reported dead due to heaviest october rain in ap telangana,1
kerala hc stays fir against life mission,1
pm modi to release commemorative coin to mark th anniversary of fao,1
beleghata blast explosives were present inside club confirms forensic team,1
new wheat variety helps farmers in maharashtra village double their yield,1
hathras victim s family demands transfer of case outside uttar pradesh lawyer,1
india records new coronavirus cases lowest in nearly two months,1
india set to achieve self reliance in supercomputing with manufacturing critical components at home,1
ramesh pokhriyal nishank to e inaugurate infrastructure facilities at iit roorkee,1
kolkata police busts sex rackets disguised as spa arrests tolly actor others,1
acres of land in mumbai s aarey declared reserve forest construction of car shed shifted,1
team of sikh committee in kolkata to complain against police for disrespecting pagdi,1
protest to demand resumption of local train service turns violent in hooghly,1
th air force day blue skies and happy landings for our formidable air warriors always,1
gangetic dolphin found dead in bulandshahar,1
army foils infiltration attempt at loc in j k recovers ak rifles magazines and rounds of ammo,1
time has come to accept that dialogue agreements with china won t help us nsa on ladakh,1
they need us to be their ally mike pompeo on india amid china standoff,1
lalu yadav gets bail but will stay in jail won t campaign in elections for first time in years,1
india s covid tally passes lakh mark recovered in last hours,1
free media in india centre replies to china over taiwan coverage guidelines,1
jayant oppn leaders urge people to oust anti democratic bjp from power,1
three channels including republic tv manipulated trp ratings two arrested mumbai police,1
bjp s march to mamata banerjee s office turns violent police resort to tear gas lathicharge,1
family didn t like our friendship they tortured killed her hathras accused writes to police,1
swapna appointed with kerala cm s knowledge ed,1
india s covid tally passes lakh mark recoveries cross lakh mark,1
rafale fighter jet to be key highlight at iaf s th anniversary celebrations pm modi extends greetings,1
modi govt won t last long with free press institutions,1
bjp activist escapes unhurt cop terrorist killed in gunfight,1
lahaul tribals warm up to hopes ahead of this winter,1
no big deal entire country being pushed beaten up rahul gandhi takes jibe on modi government,1
t gana sec to opt for ballot boxes instead of evms,1
naga rebel group says it wrote to pm modi offering to hold talks abroad,1
pm modi xi jinping to come face to face at brics annual summit for first time since ladakh standoff,1
uttarakhand relaxes norms increases daily e passes for char dham visitors,1
will pass bill in punjab house against central farm laws cm,1
hathras up police files fir under charges including sedition international conspiracy,1
china can t get better of india s capabilities air chief marshal rks bhadauria on ladakh standoff,1
fake farmers presented at mp cm chouhan s function cong mla,1
india s covid tally crosses lakh mark recoveries near lakh,1
bjp plans to take fresh look at its candidates list in bihar after ljp s withdrawal,1
year old woman allegedly raped brutally beaten up by four men in gurgaon police,1
cbi raids karnataka congress chief dk shivakumar s premises in alleged corruption case,1
crore indians to get covid vaccine by july,1
despite covid fear khadi india s flagship cp outlet records sale on gandhi jayanti,1
atal tunnel will empower hp j k and ladakh modi,1
daughters should be given good values upbringing in cultured environments to avoid rape up bjp mla,1
day after gandhis bhim army chief chandrashekhar azad heads towards hathras to meet victim s family,1
mild lathicharge by police to disperse congress workers at noida s dnd,1
no power can stop me rahul gandhi to visit hathras to meet victim s family today,1
up is committed to safety security of women cm adityanath amid nationwide protest against hathras incident,1
indian air force to celebrate th air force day on october,1
tmc mps including derek o brien manhandled by up officials while on their way to hathras,1
india s covid cases approaches close to lakh while death toll nears lakh mark,1
president ram nath kovind s message to nation on gandhi jayanti,1
administration bans large gatherings seals borders ahead of gandhis visit to hathras cites covid crisis,1
mumbai police questions anurag kashyap in rape case filed by an actress last week,1
india records over lakh coronavirus cases recovery toll passes lakh mark,1
cinema halls to open with strength states to decide on re opening of schools detailed guidelines for unlock,1
rahul gandhi priyanka gandhi to meet family of hathras gang rape victim today,1
india crosses lakh coronavirus cases death toll surpasses,1
india s recovery rate past recoveries outnumber active cases,1
lucknow gears up for babri demolition verdict,1
it hub puja organisers to go digital,1
india has never accepted definition of lac with china government,1
kargil distancing itself from leh s demand for th schedule for ladakh,1
shocker in mp dgp rank officer thrashes wife relieved of duties after video goes viral,1
rhea chakraborty bought drugs for and concealed sushant singh rajput s habits ncb to hc,1
farmers from up stopped from entering haryana to sell paddy crop at government run mandis,1
pm modi to address two public meetings after opening atal tunnel in hp,1
we stand by farmers will do everything to oppose farm bills captain amarinder singh stages protest,1
bengaluru has become epicentre of terror activities bjp mp tejasvi surya,1
fortunate to have affection blessings of lata didi pm modi wishes legendary singer on her birthday,1
donald trump s firms paid tax in india in report,1
farmers stage protest at india gate against agriculture bills set tractor on fire,1
covid update india reports higher number of new recoveries than new cases,1
bjp leader uma bharti tests positive for coronavirus after kedarnath badrinath yatra,1
ministry of tourism celebrates world tourism day in virtual mode,1
former bihar dgp gupteshwar pandey joins nitish kumar s jd u ahead of elections,1
our farmers villages are foundation of atma nirbhar bharat pm modi at mann ki baat,1
tejasvi surya gets top post while ram madhav dropped as general secretary in bjp leadership reshuffle,1
pm modi holds bilateral talks with sri lankan counterpart mahinda rajapaksa,1
let congress move no confidence motion every six months bs yediyurappa,1
ncb questions deepika padukone shraddha kapoor and sara ali khan in connection with drugs case,1
india s covid tally crosses lakh mark active cases more than lakh,1
terrorism ethnic cleansing were pakistan s only crowning glory for last years india at unga,1
terrorists gun down lawyer crpf officer bdc chairman in kashmir,1
india s covid tally crosses lakh mark country records highest single day tests,1
farmers observe bharat bandh in protest against agriculture bills cops in punjab haryana on standby,1
delhi court directs tihar authorities to ensure umar khalid s safety,1
india s coronavirus tally crosses lakh mark death toll over,1
udf convener writes to yechury seeking cm vijayan s removal,1
ysr s refusal to sign faith form sparks political row,1
i accept my mistake express regret mp home minister apologises for i don t wear a mask comment,1
dassault aviation has not made good on its offset obligation to drdo on rafale deal cag,1
u khand govt issues new guidelines for free tourist movement in state,1
honoured to be part of pm modi s fit india dialogue virat kohli,1
supreme court orders not to release all the prisoners due to covid,1
pm modi to review status and preparedness of covid response and management in high focus states uts tomorrow,1
indian railways extends mou with iit roorkee for undertaking joint research and development,1
ft long monitor lizard ft long cobra rescued in agra,1
opposition members boycott lok sabha proceedings in protest against farm bills suspension of rajya sabha mps,1
india s covid cases tally crosses lakh mark records highest single day recovery,1
msp of wheat hiked per quintal,1
cabinet approves msps for rabi crops for marketing season,1
direct cargo ferry service between india and maldives starts today,1
relief package for unemployed labourers,1
iit roorkee to get technology hub in cyber physical systems,1
suspended mps refuse to leave parliament premises stage sit in protest near gandhi statue,1
tablighi jamaat event also led to spread of virus among many persons government in parliament,1
farm bills needed for st century system of msp will continue pm modi,1
tmc mp derek o brien tries to tear rule book heckles presiding officer during rs proceedings,1
watershed moment in history of indian agriculture says pm modi assures system of msp will remain,1
farm bills passed by voice vote in rajya sabha amid unprecedented uproar ruckus,1
farmers in haryana block roads in protest against farm bills security arrangements intensified,1
we don t want situation similar to that under east india company opposition over farm bills,1
india s covid tally crosses lakh mark recovery of cases surmounts report of new cases,1
opposing farm bills in rajya sabha congress says will not sign on death warrant,1
discount in water electricity bills for people of j k in government s relief package,1
from congress leader rahul gandhi seen on same side of coin as today s bjp on agriculture bill,1
farm bills shall promote corporate culture cong leader,1
anti farmer bjp acting like kauravas against farmers congress,1
karnataka s covid tally crosses lakh,1
peace deal won t lead to honourable solution without separate flag constitution naga group,1
farm bill is for welfare of farmers those who ruled for decades misleading people pm modi,1
govt approves fdi in defence sector through direct route investments subject to scrutiny,1
dubai suspends air india express flights till october for allegedly bringing covid positive passengers,1
kerala gold smuggling case nia grills jaleel,1
coronavirus cases in india crosses lakh mark over new cases fatalities reported,1
here s what prime minister narendra modi asks as birthday gift from citizens on his th birthday,1
after harsimrat kaur badal s move pressure mounts on dushyant chautala in haryana to resign,1
pm modi wishes happy mahalaya prays to maa durga for strength to overcome global pandemic,1
pm modi expresses gratitude to legendary singer lata mangeshkar for her birthday tweet,1
no power on earth can stop indian army from patrolling rajnath singh in rajya sabha on lac crisis,1
the know namo quiz bjp organises quiz to celebrate pm modi th birthday,1
ramlila with wooden puppets in varanasi this year,1
with record single day spike india s covid tally crosses lakh mark active cases cross million,1
pm modi congratulates yoshihide suga on appointment as prime minister of japan,1
book worm to wanderer bjp showcases modi s avatars ahead of th birthday,1
india s covid tally breaches lakh mark highest single day fatalities recorded,1
ruckus in tn house over neet mekedatu dam,1
hawala racket busted in hyderabad rs cr cash seized,1
pm modi to inaugurate atal tunnel this month preparations at its peak,1
goa govt adds e learning devices to aaganwaadis under digital india mission vision of pm modi,1
boundary issue with china unresolved we want peaceful solution rajnath singh in lok sabha,1
former jnu student umar khalid sent to days police custody,1
social media abuzz over kerala police version of george floyd attack,1
yogi adityanath decides to name mughal museum after shivaji says how mughals can be our heroes,1
india s covid cases cross lakh mark death toll surges over,1
film industry image being tarnished jaya bachchan in rajya sabha,1
no data available on migrant workers deaths during lockdown says centre in parliament,1
mps test positive for coronavirus as day of monsoon session begins,1
kangana ranaut flies back to manali says leaving mumbai with heavy heart after being terrorised,1
covid infection rate in india lowest in world health minister harsh vardhan in parliament,1
former jnu student umar khalid arrested under uapa in connection with delhi riots,1
up government forms special security force which can search arrest without warrant,1
save your own lives because pm is busy with peacock rahul gandhi,1
hope members will unitedly stand with our soldiers prime minister ahead of monsoon session,1
nitish kumar played big role for new india new bihar pm modi praises bihar cm ahead of elections,1
student adopts tiger at hyderabad zoo on birthday,1
raghuvansh prasad singh who quit lalu yadav s rjd days ago passes away at delhi aiims,1
universal health insurance scheme launched for jammu and kashmir,1
peace process must be afghan led s jaishankar at intra afghan talks in doha,1
jp nadda meets bihar chief minister nitish kumar discusses seat sharing arithmetic,1
shiv sena workers beat retired naval officer for allegedly sharing cartoon mocking uddhav thackeray,1
freedom of speech and expression not an absolute right bombay high court,1
five villagers who went missing in arunachal pradesh handed over by china reports,1
ghulam nabi azad loses post rahul gandhi s squad get promotions in congress shake up,1
swami agnivesh s body to be kept for final tributes by the public,1
delhi hc declines stay on sudarshan tv s upsc jihad telecast,1
go demolish dawood s home devendra fadnavis lashes out at cm uddhav thackeray,1
massive deployment of pla troops along lac created flash points india to china,1
nep will sow seeds for starting new era urge all stakeholders to join mission pm modi,1
rhea chakraborty to stay in byculla jail till september as court rejects her bail plea,1
history will judge your silence and indifference kangana ranaut targets sonia gandhi,1
india china relations have once again come to crossroads chinese foreign minister,1
india s coronavirus tally crosses lakh mark records single day surge in cases fatalities,1
mamata banerjee government has anti hindu mindset spawning political violence in state jp nadda,1
ayodhya airport to be named after lord ram,1
pm modi launches matsya sampada yojana for sustainable development of fisheries sector,1
indian army warns chinese troops against intrusion attempts puts up barbed wires at lac,1
not committed any crime falsely implicated rhea chakraborty contends in bail plea,1
last chance to come up with plan sc gives two weeks to centre in loan moratorium case,1
induction of rafale important given the kind of situation at borders rajnath singh,1
th schedule demand grows louder in ladakh,1
t gana adopts resolution urging centre to confer bharat ratna on narasimha rao,1
jaishankar leaves for russia to attend sco foreign ministers meet,1
allies demand pound of flesh from rjd,1
rhea chakraborty files complaint against sushant singh s sisters alleges their role in actor s suicide,1
pla has been blatantly violating agreements india is committed to disengagement army on chinese allegation,1
ladakh situation very serious need very very deep political conversation s jaishankar,1
china claims indian soldiers fired warning shots after crossing line of actual control,1
bheema koragaon case nia summons sons in law of varavara rao to mumbai,1
rhea chakraborty files police complaint against sushant singh rajput s sister over bogus medical prescription,1
india successfully flight tests indigenously developed hypersonic technology demonstrator vehicle,1
mob beats murder accused to death in presence of police in uttar pradesh s kushinagar,1
rajnath discusses regional security with iranian defence minister,1
iaf boosts night flight ops force sees it as game changer,1
india continues with covid recoveries spike highest ever single day record of in last hours,1
rajnath singh holds meeting with iran s minister of defence in tehran,1
rahul gandhi hits out at centre says contraction in economy due to gabbar singh tax,1
rhea chakraborty reaches ncb office in mumbai her lawyer says ready for arrest,1
army soldier martyred injured in pakistani shelling,1
teachers day president ram nath kovind virtually confers national award to teachers,1
biennial bilateral maritime exercise between indian navy and russian navy underway at bay of bengal,1
showik chakraborty samuel miranda sent to ncb custody rhea chakraborty to be summoned tomorrow,1
covid crisis can help indian auto sector to emerge as global hub opportunity must not be wasted pawan munjal,1
daughter of late pandit jasraj thanks pm modi for thoughtful letter of condolence,1
india is entirely responsible for border stand off we can t lose an inch of territory china,1
nim scales unconquered peaks in u khand himalayas,1
india china defence ministers agree to resolve border tensions through talks,1
india s covid tally goes past lakh,1
bsf chief visits strategic chicken neck along pakistan border reviews situation,1
igi to get india s first on site covid test lab results in hours,1
sc dismisses six non bjp ruled states plea to review decision on jee neet exams,1
be proud of uniform never lose its respect pm modi to ips probationers,1
india adds k new covid cases in hrs,1
covid updates india witnesses unprecedented surge in daily testing,1
eci formally welcomes election commissioner rajiv kumar,1
prime minister modi to interact with ips probationers,1
du student posts girl s obscene photos online to seek revenge arrested,1
we take allegations of bias seriously facebook responds to congress letter over hate speech,1
there was hidden purpose rahul gandhi links demonetisation with current gdp downfall,1
terror tactics arms dump along loc ib,1
metro operations to resume in graded manner from september,1
transition to role based hr management pm hails mission karmayogi,1
indian astronomers discover one of the farthest star galaxies in universe,1
pranab mukherjee led meaningful life dalai lama,1
day after army thwarts pla china alleges indian troops violated consensus illegally trespassed lac,1
loan moratorium period can be extended by two years centre tells supreme court,1
india bids goodbye to pranab mukherjee pm president pay last respects,1
allahabad high court orders immediate release of dr kafeel khan drops nsa charges,1
she didn t try to evade arrest delhi hc grants bail to devangana kalita,1
pranab mukherjee s funeral to take place with full military honours pm president pay last respects,1
pranab mukherjee passes away at,1
health ministry to rush central teams to up jharkhand chhattisgarh and odisha,1
president pranab mukherjee a statesman tribute from the statesman team,1
india s gdp declines sharply by for q in fy worst contraction on record,1
a scholar par excellence a towering statesman pm modi pays tribute to pranab mukherjee,1
will respectfully pay fine but tweets were not intended to disrespect judiciary prashant bhushan,1
decline in health condition of ex president pranab mukherjee in septic shock due to lung infection hospital,1
india breaches mark again coronavirus tally tops lakh death toll at,1
in mann ki baat pm modi talks of atmanirbhar bharat for toys,1
no lockdown on mondays tuesdays in haryana as government withdraws its previous order,1
neet jee aspirants wanted pariksha pe charcha but pm did khilone pe charcha rahul gandhi,1
india records highest single day spike in covid cases globally toll crosses lakh mark,1
delhi metro new guidelines use of masks smart cards mandatory no tokens allowed,1
th asean india economic ministers consultations held,1
imam hussain s emphasis on equality gives strength pm narendra modi,1
delhi government announces to not increase power tariff for sixth consecutive time,1
congress writes another letter to mark zuckerberg over reports alleging facebook bjp nexus,1
soldier martyred terrorists killed in encounter in j k s pulwama arms ammunition recovered,1
congress mp from tamil nadu s kanyakumari h vasanthakumar dies due to covid pm modi condoles,1
mps to get tested hours prior beginning of parliament monsoon session ls speaker om birla,1
no social religious programmes in up till september end yogi adityanath,1
congress holds nationwide protests demanding postponement of neet jee exams sachin pilot others join,1
sc gives nod to conduct final year university exams says internal assessments will not suffice,1
states urged to proactively limit covid transmission keep mortality below,1
om birla holds meeting to prepare for monsoon session amid covid,1
indian railways set to meet all its energy consumption needs by,1
strict restrictions to continue on all religious gatherings in kashmir,1
there is threat to my life and my family s life rhea chakraborty shares video on instagram,1
pm modi pushes for defence manufacturing in india says plan to give big role to private players,1
one particular community will be targeted sc denies permission for muharram processions,1
rajnath singh launches mobile app for ncc training,1
sc reserves order on vijay mallya s plea seeking review of contempt of court,1
amid oppn flak over academicians write to pm modi backing neet jee exams in sept,1
biggest day spike of over k cases india s coronavirus tally tops lakh mark death toll at,1
t gana sees spike in cases health officials test positive,1
all because of lockdown govt can t only focus on business sc pulls up centre on moratorium issue,1
delhi riots police arrests jnu scholar sharjeel imam,1
covid highest ever single day recoveries of in last hours,1
cantonment areas in india should not be deprived of welfare schemes rajnath singh,1
dom raja of varanasi passes away pm modi cm yogi adityanath express grief,1
covid india follows test track treat strategy tests nearly crore,1
journalist shot dead in up police blame land dispute but family denies,1
congress likely to appoint panel of senior leaders to assist sonia gandhi till new party chief elected,1
india s covid tally breaches lakh mark,1
dead feared trapped after building collapses in maharashtra pm modi president express grief,1
pinarayi vijayan defeats no confidence motion but sidesteps corruption issues,1
u khand bjp revokes expulsion of controversial mla champion,1
rahul gandhi personally informed that he never said what was attributed to him kapil sibal withdraws tweet,1
